content,annotation__label__-,annotation__notes,annotation__points__x,annotation__points__y,annotation__imageWidth,annotation__imageHeight,extras
,Face,,0.480066445,0.554666667,602,375,
,,,0.584717608,0.709333333,,,
,Face,,0.714285714,0.546666667,602,375,
,,,0.868770764,0.781333333,,,
,Face,,0.747508306,0.042666667,602,375,
,,,0.948504983,0.322666667,,,
,Face,,0.496677741,0.045333333,602,375,
,,,0.65282392,0.362666667,,,
,Face,,0.049833887,0,602,375,
,,,0.303986711,0.477333333,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/653a7c6a-a200-4b7c-9e4d-1f873ccb14a0___128296_v1.jpg.jpeg,Face,,0.059016393,0.044334975,610,203,null
,,,0.460655738,0.975369458,,,
,Face,,0.513114754,0.049261084,610,203,
,,,0.760655738,0.581280788,,,
,Face,,0.896721311,0.231527094,610,203,
,,,1,0.660098522,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0b74dc77-9eeb-4611-b4a2-2d58463786ec___141366-425x282-extended-family.jpg.jpeg,Face,,0.075294118,0.117021277,425,282,null
,,,0.263529412,0.436170213,,,
,Face,,0.261176471,0.315602837,425,282,
,,,0.383529412,0.588652482,,,
,Face,,0.374117647,0.117021277,425,282,
,,,0.494117647,0.40070922,,,
,Face,,0.503529412,0.187943262,425,282,
,,,0.644705882,0.457446809,,,
,Face,,0.597647059,0.379432624,425,282,
,,,0.745882353,0.656028369,,,
,Face,,0.736470588,0.170212766,425,282,
,,,0.887058824,0.446808511,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2e63de3e-9327-46eb-918c-396365167f6c___143402-425x282-multicultural-family.jpg.jpeg,Face,,0.138823529,0.34751773,425,282,null
,,,0.327058824,0.659574468,,,
,Face,,0.294117647,0.205673759,425,282,
,,,0.515294118,0.471631206,,,
,Face,,0.489411765,0.081560284,425,282,
,,,0.670588235,0.45035461,,,
,Face,,0.698823529,0.09929078,425,282,
,,,0.868235294,0.478723404,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c110ce8b-f4e7-4a2a-a402-76136e195559___148549d1245143725-english-movies-thread-no-spoilers-please-mongol2.jpg.jpeg,Face,,0.395,0.261784512,800,1188,null
,,,0.64625,0.505050505,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3986ab8d-b02b-4d64-bac3-537d586aecbb___180619-mcallen-catholic-charities-families-njs-1158_071cc378421f8e1fc96d44cda5c9a2c8.fit-760w.jpg.jpeg,Face,,0.173684211,0.321499014,760,507,null
,,,0.243421053,0.467455621,,,
,Face,,0.264473684,0.349112426,760,507,
,,,0.334210526,0.451676529,,,
,Face,,0.380263158,0.224852071,760,507,
,,,0.510526316,0.437869822,,,
,Face,,0.571052632,0.264299803,760,507,
,,,0.697368421,0.453648915,,,
,Face,,0.681578947,0.222879684,760,507,
,,,0.784210526,0.396449704,,,
,Face,,0.834210526,0.037475345,760,507,
,,,1,0.287968442,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/81d5029e-6cc9-47d4-be48-85d492549e26___543645--e98c467e-2034-4ed5-a04b-6a23e59560e4-thumb.jpg.jpeg,Face,,0.265714286,0.071038251,350,183,null
,,,0.537142857,0.666666667,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4275d018-7a5b-46df-91ac-5c12af329762___548215c10f2bf_-_titanic-xl.jpg.jpeg,Face,,0.276023392,0.163478261,855,575,null
,,,0.360233918,0.316521739,,,
,Face,,0.354385965,0.133913043,855,575,
,,,0.431578947,0.311304348,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ae1f91ea-7e47-46ee-9d68-466c07690d57___590460-english-movies-thread-no-spoilers-please-fastermovieposter1.jpg.jpeg,Face,,0.763636364,0,550,334,null
,,,1,0.371257485,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/30976e37-88da-4a61-bdfb-fd990eb6b20f___1506905-0-650-3a945d8f0c-1484648749.jpg.jpeg,Face,,0.196923077,0.177734375,650,512,null
,,,0.36,0.3515625,,,
,Face,,0.496923077,0.18359375,650,512,
,,,0.623076923,0.3671875,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/77e5be96-45d4-4163-b355-336ccb536a3f___1935663.jpg.jpeg,Face,,0.285266458,0.12,638,425,null
,,,0.656739812,0.689411765,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c60efee9-6b8a-47e5-bf1d-4641d066b5fd___3060019-poster-p-1-selfie-sticks-in-famous-movie-scenes.jpg.jpeg,Face,,0.24205379,0.203193033,1280,719,null
,,,0.36593317,0.416545718,,,
,Face,,0.401792991,0.046444122,1280,719,
,,,0.536267319,0.323657475,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b50f30fd-376d-4e84-b505-266834c37cf3___3629560_1280x720.jpg.jpeg,Face,,0.457644628,0.375,1280,720,null
,,,0.519628099,0.479779412,,,
,Face,,0.027892562,0.352941176,1280,720,
,,,0.069214876,0.459558824,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/92f0d92b-10da-4145-92d7-a8c300f6a971___6889272ea5783e2ba354f30fa830c2b7.jpg.jpeg,Face,,0.47,0.034965035,500,286,null
,,,0.598,0.286713287,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/934bd039-b1b0-4f3c-b772-efce0e392d38___9456624-3x2-940x627.jpg.jpeg,Face,,0.297941495,0.116883117,940,627,null
,,,0.403033586,0.310064935,,,
,Face,,0.483206934,0.288961039,940,627,
,,,0.576381365,0.446428571,,,
,Face,,0.69772481,0.188311688,940,627,
,,,0.814734561,0.349025974,,,
,Face,,0.333694475,0.496753247,940,627,
,,,0.438786566,0.631493506,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a2431064-5cd2-4f01-a971-e62739647dd9___9825094-3x2-700x467.jpg.jpeg,Face,,0.448571429,0.286937901,700,467,null
,,,0.64,0.578158458,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/9fc45bd2-e467-4d89-acb8-3363aaf8bc01___20140424-141617.jpg.jpeg,Face,,0.263243684,0.14057971,1280,720,null
,,,0.424612877,0.384057971,,,
,Face,,0.621026895,0.055072464,1280,720,
,,,0.784841076,0.350724638,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b63a5d56-ef35-4751-9f85-ded133aa6a05___20140704-favourite-coming-out-scenes-show-me-love-1998-001-girls-00m-gz3-1920x1080_0.jpg.jpeg,Face,,0.374864572,0.233140655,1920,1080,null
,,,0.490790899,0.450867052,,,
,Face,,0.489707476,0.271676301,1920,1080,
,,,0.579631636,0.502890173,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/6c18c442-e813-45ee-aab1-b51a1dd58dcb___20140829-Canon40D-00395.jpg.jpeg,Face,,0.458842706,0.446870451,3783,2118,null
,,,0.600651997,0.726346434,,,
,Face,,0.601466993,0.280931587,3783,2118,
,,,0.758761206,0.54294032,,,
,Face,,0.440912795,0.106259098,3783,2118,
,,,0.575387123,0.340611354,,,
,Face,,0.182559087,0.0713246,3783,2118,
,,,0.315403423,0.371179039,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/dbaba02a-09a1-438e-a93f-957830114223___20180430T0901-0040-CNS-MEXICO-CARAVAN_0.jpg.png,Face,,0.076,0.024048096,750,499,null
,,,0.162666667,0.182364729,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/8059a8df-8911-4184-b0f5-8361bef0319f___46438629.jpg.jpeg,Face,,0.117757009,0.055485498,535,793,null
,,,0.689719626,0.539722573,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c16a7afa-c230-40cb-a44d-23ecf910b0a6___55026371.jpg.jpeg,Face,,0.342298289,0.246484698,2741,2700,null
,,,0.634881826,0.579818031,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4f94643e-a543-424e-bb76-c65bbd91e5c5___105284002-GettyImages-975072408.1910x1000.jpg.jpeg,Face,,0.438786566,0.132505176,1910,1000,null
,,,0.520043337,0.302277433,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3f3601c5-133d-4422-9a0e-178517611507___105284824-979572220.600x400.jpg.jpeg,Face,,0.081666667,0.16,600,400,null
,,,0.246666667,0.41,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/7867e866-babf-4e2f-a670-5d202a89ce25___136094606-in-this-handout-provided-by-the-white-house-first-lady.jpg.CROP.promo-mediumlarge.jpg.jpeg,Face,,0.276271186,0.159144893,590,421,null
,,,0.418644068,0.3847981,,,
,Face,,0.403389831,0.211401425,590,421,
,,,0.533898305,0.460807601,,,
,Face,,0.623728814,0.175771971,590,421,
,,,0.766101695,0.448931116,,,
,Face,,0.752542373,0.128266033,590,421,
,,,0.884745763,0.427553444,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/34a26549-a0d9-4162-af0b-602aa427edae___980561402.jpg.jpeg,Face,,0.451787649,0.443902439,3000,2000,null
,,,0.522210184,0.543089431,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/6636cc88-9f3a-4b3a-a988-521473ecd1d2___1369381004_63055.jpg.jpeg,Face,,0.247368421,0.363157895,570,570,null
,,,0.578947368,0.747368421,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d07bedac-5c2d-4d39-9871-bd7b042090c3___1369381005_11614.jpg.jpeg,Face,,0.252631579,0.021028037,570,428,null
,,,0.712280702,0.61682243,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c03c70ad-7665-4d34-91a8-3d6fce2c1a0e___1426562792-funny-dialogues-for-english-movies-3ru9da.jpg.jpeg,Face,,0.472857143,0.159898477,700,394,null
,,,0.792857143,0.723350254,,,
,Face,,0.301428571,0.007614213,700,394,
,,,0.458571429,0.472081218,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/22a49433-82d4-481f-b187-8eae2469045b___1439012286_hqdefault.jpg.jpeg,Face,,0.20625,0.188888889,480,360,null
,,,0.622916667,0.808333333,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4d8690e8-e2a0-4bd8-b95e-3cc723368b1f___1501681792-0.jpg.jpeg,Face,,0.198333333,0.157760814,600,393,null
,,,0.311666667,0.526717557,,,
,Face,,0.405,0.122137405,600,393,
,,,0.635,0.557251908,,,
,Face,,0.65,0.1043257,600,393,
,,,0.793333333,0.51653944,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/049cc7e9-7e41-4e2d-964b-aca3e0facfc3___1525330807_maxresdefault.jpg.jpeg,Face,,0.263271939,0.184971098,1280,720,null
,,,0.320693391,0.285163776,,,
,Face,,0.425785482,0.231213873,1280,720,
,,,0.498374865,0.341040462,,,
,Face,,0.61971831,0.298651252,1280,720,
,,,0.698808234,0.462427746,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/39c0442e-7597-40da-b110-1ae47b787660___18213783832_215de8caf9_b.jpg.jpeg,Face,,0.109782609,0.073170732,920,615,null
,,,0.190217391,0.191869919,,,
,Face,,0.314130435,0.169105691,920,615,
,,,0.388043478,0.294308943,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/625ad691-16e1-47c3-a08c-5baa755fdfff___131204175328-charlie-chaplin-tramp-city-lights-horizontal-gallery.jpg.jpeg,Face,,0.3484375,0.266666667,640,360,null
,,,0.6640625,0.844444444,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2d339928-212c-4f74-9002-4a95e2893d8c___180619103539-apaptow-ingraham-hannity-split-large-169.jpg.jpeg,Face,,0.015217391,0.046332046,460,259,null
,,,0.276086957,0.555984556,,,
,Face,,0.376086957,0.054054054,460,259,
,,,0.565217391,0.532818533,,,
,Face,,0.72173913,0.054054054,460,259,
,,,0.993478261,0.706563707,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a6324953-0d38-4385-8cd9-29b7f7d6a932___180620152134-01-trump-immigration-exec-order-0620-exlarge-169.jpg.jpeg,Face,,0.092307692,0.02283105,780,438,null
,,,0.208974359,0.248858447,,,
,Face,,0.394871795,0.198630137,780,438,
,,,0.537179487,0.5,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/cf4b21b6-4cd6-488c-8117-94850d6c3ef1___180623002236-erin-burnett-trump-reversal-separate-families-monologue-ebof-00002001-large-169.jpg.jpeg,Face,,0.42173913,0.1003861,460,259,null
,,,0.606521739,0.540540541,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2cb2b041-ef29-4b15-b853-a7ae83b9e761___1528815743456.jpg.jpeg,Face,,0.207303974,0.106870229,931,524,null
,,,0.38990333,0.473282443,,,
,Face,,0.508055854,0.562977099,931,524,
,,,0.668098818,0.851145038,,,
,Face,,0.649838883,0.04389313,931,524,
,,,0.853920516,0.452290076,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e8bb5eb3-7ce1-4570-b60a-717a957fe38b___20160321135908kkkkkkkk.jpg.jpeg,Face,,0.03,0.069042316,800,449,null
,,,0.1575,0.354120267,,,
,Face,,0.205,0.489977728,800,449,
,,,0.37375,0.70155902,,,
,Face,,0.54,0.053452116,800,449,
,,,0.72,0.363028953,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/56bdb63e-7d4f-4932-a922-6bbc306673b1___ace-ventura04.jpg.jpeg,Face,,0.41,0.178217822,500,303,null
,,,0.576,0.432343234,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d94c17c6-4ba5-4969-b00f-3d5102beeeaa___a-common-man1.jpg.jpeg,Face,,0.400866739,0.173228346,1100,757,null
,,,0.652221018,0.579527559,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df40b57f-b015-4c56-9835-f21c8898f37f___action-crime-movies-2017-full-english-hd-hollywood-action-movies-full-length0.jpg.jpeg,Face,,0.425,0.133333333,480,360,null
,,,0.633333333,0.472222222,,,
,Face,,0.0125,0.138888889,480,360,
,,,0.25,0.516666667,,,
,Face,,0.3125,0.147222222,480,360,
,,,0.4375,0.408333333,,,
,Face,,0.75,0.133333333,480,360,
,,,1,0.580555556,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/8286d2cd-34a3-4fe6-9d59-89565b557de2___adoptiongreencard.jpg.jpeg,Face,,0.066115702,0.071317829,2376,1584,null
,,,0.256198347,0.403100775,,,
,Face,,0.287190083,0.16744186,2376,1584,
,,,0.431818182,0.434108527,,,
,Face,,0.428719008,0.068217054,2376,1584,
,,,0.608471074,0.368992248,,,
,Face,,0.561983471,0.213953488,2376,1584,
,,,0.725206612,0.491472868,,,
,Face,,0.773760331,0.217054264,2376,1584,
,,,0.94214876,0.544186047,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/686b3b5e-6651-4e78-8bca-73386b41c115___ae3dcb1ca4c760c590c896f8fff9b721--avengers-marvel-funny-moments.jpg.jpeg,Face,,0.159309021,0.041666667,521,528,null
,,,0.477927063,0.34280303,,,
,Face,,0.468330134,0.545454545,521,528,
,,,0.748560461,0.820075758,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/72616a79-cfc1-406b-a2d9-70d2092dd786___aj8Jbq9e.jpeg,Face,,0.284940412,0.291440953,1252,1252,null
,,,0.38028169,0.385698808,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3074ccbf-430c-448a-9472-7e4f4681fad4___alien-3-cinephilia-e1421050422112.jpg.jpeg,Face,,0.66322314,0.302970297,1047,546,null
,,,0.951446281,0.887128713,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/fda68aef-4a07-4b49-a126-92b23e0961e9___Alita-Battle-Angel-Poster-Movie-Upcoming-Movies-Hollywood.jpg.jpeg,Face,,0.635311143,0.043945313,691,1024,null
,,,0.937771346,0.333984375,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/efadbc5b-eab0-4d92-90f5-a3bb97aee08f___Angel-FamiliesTrump-1250x650.jpg.jpeg,Face,,0.485373781,0.06875,1250,650,null
,,,0.551462622,0.20625,,,
,Face,,0.104008667,0.725,1250,650,
,,,0.182015168,0.935416667,,,
,Face,,0.791982665,0.13125,1250,650,
,,,0.856988082,0.258333333,,,
,Face,,0.12567714,0.2125,1250,650,
,,,0.192849404,0.333333333,,,
,Face,,0.034669556,0.097916667,1250,650,
,,,0.105092091,0.20625,,,
,Face,,0.274106176,0.14375,1250,650,
,,,0.330444204,0.25625,,,
,Face,,0.74539545,0.670833333,1250,650,
,,,0.806067172,0.8,,,
,Face,,0.347778982,0.24375,1250,650,
,,,0.412784399,0.345833333,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b049f0b8-17bf-45fb-995e-bce8aad0c270___aph_0.jpg.jpeg,Face,,0.710743802,0.248062016,2700,1800,null
,,,0.79338843,0.378294574,,,
,Face,,0.492768595,0.262015504,2700,1800,
,,,0.550619835,0.364341085,,,
,Face,,0.155991736,0.289922481,2700,1800,
,,,0.263429752,0.454263566,,,
,Face,,0.215909091,0.525581395,2700,1800,
,,,0.290289256,0.610852713,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/13224a02-ea2c-4b4c-8dab-6a4e9dc4401d___arrahmanian.jpg.jpeg,Face,,0.372933884,0.046428571,1024,296,null
,,,0.561983471,0.639285714,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4ef6d20e-2419-4089-9657-8ce343f596c3___article-0-15A4690B000005DC-190_634x339.jpg.jpeg,Face,,0.082018927,0.156342183,634,339,null
,,,0.244479495,0.557522124,,,
,Face,,0.261829653,0.026548673,634,339,
,,,0.421135647,0.489675516,,,
,Face,,0.449526814,0.067846608,634,339,
,,,0.627760252,0.445427729,,,
,Face,,0.630914826,0.227138643,634,339,
,,,0.747634069,0.575221239,,,
,Face,,0.779179811,0.14159292,634,339,
,,,0.903785489,0.530973451,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/303d899b-d6e9-465b-837a-76fa2c8a44e1___article-2029433-0D8C459500000578-160_468x286.jpg.jpeg,Face,,0.465811966,0.006993007,468,286,null
,,,0.997863248,0.958041958,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/667ca8f2-400d-475c-9f8b-b4ddb6a0df61___article-2368232-1ADE3F7A000005DC-342_634x393.jpg.jpeg,Face,,0.681388013,0.027989822,634,393,null
,,,0.960567823,0.577608142,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ae1e3cee-1b64-4415-9cc2-f218ec8cb113___articles_fartsinmovies.jpg.jpeg,Face,,0.303333333,0.042857143,600,350,null
,,,0.403333333,0.294285714,,,
,Face,,0.606666667,0.285714286,600,350,
,,,0.763333333,0.508571429,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/349ad78a-d704-4518-b348-795e1fe13cd7___arts-graphics-2008_1130994a.jpg.jpeg,Face,,0.766917293,0.222996516,399,287,null
,,,0.894736842,0.449477352,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/78580089-6288-41fc-93ec-26b33ec6161f___a-supercut-of-whistling-scenes-in-movies-tv-shows-and-music-videos.jpg.jpeg,Face,,0.137396694,0.020220588,1920,1080,null
,,,0.671487603,0.998161765,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/516c8e37-3f10-45ff-9aa1-5986076388c7___a-wrinkle-in-time2.jpg.jpeg,Face,,0.317592593,0.45037037,1080,1350,null
,,,0.451851852,0.565185185,,,
,Face,,0.283333333,0.259259259,1080,1350,
,,,0.428703704,0.398518519,,,
,Face,,0.57962963,0.25037037,1080,1350,
,,,0.667592593,0.328888889,,,
,Face,,0.418518519,0.171851852,1080,1350,
,,,0.514814815,0.257777778,,,
,Face,,0.627777778,0.126666667,1080,1350,
,,,0.723148148,0.222222222,,,
,Face,,0.686111111,0.463703704,1080,1350,
,,,0.850925926,0.562222222,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/27e9888b-351b-46c3-b465-ce683ae50fbf___b3a41c4f625e317ea212193b1a863be3.jpg.jpeg,Face,,0.70964247,0.175337187,1280,720,null
,,,0.7843987,0.310211946,,,
,Face,,0.147345612,0.27938343,1280,720,
,,,0.204767064,0.375722543,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/83b38f57-41d8-4f23-838d-a9430bd1ce0e___b4ce3239130e3e5b41dc9dad6a9d6b78--kate-hudson.jpg.jpeg,Face,,0.375,0.146258503,736,588,null
,,,0.498641304,0.397959184,,,
,Face,,0.610054348,0.284013605,736,588,
,,,0.764945652,0.482993197,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0a4c98b4-703e-4271-a1c5-21344fc04d6a___b078140b365ac7f9eb5a7acaaf0ae673---jump-street-tv-movie.jpg.jpeg,Face,,0.35451505,0.579034942,598,601,null
,,,0.459866221,0.670549085,,,
,Face,,0.720735786,0.584026622,598,601,
,,,0.797658863,0.665557404,,,
,Face,,0.219063545,0.029950083,598,601,
,,,0.39632107,0.231281198,,,
,Face,,0.737458194,0.168053245,598,601,
,,,0.929765886,0.367720466,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/de09eb83-bbe1-40a6-a05a-768fa7b3e161___banner_img.jpg.jpeg,Face,,0.464788732,0.160142349,1000,304,null
,,,0.541711809,0.427046263,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df41031c-c82e-4208-90b5-99fd5ad305c8___bb7d783d-1c5e-4b88-b872-d1edccbec32f-getty-593252908.jpg.jpeg,Face,,0.407367281,0.121804511,3000,2161,null
,,,0.575297941,0.344360902,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ab4d5a15-1857-4239-a132-99b14611edd1___behind-the-scenes-classic-horror-movies-thumb640.jpg.jpeg,Face,,0.2671875,0.1325,640,400,null
,,,0.5125,0.5475,,,
,Face,,0.0359375,0.1775,640,400,
,,,0.13125,0.325,,,
,Face,,0.6734375,0.25,640,400,
,,,0.7328125,0.3675,,,
,Face,,0.625,0.2425,640,400,
,,,0.6796875,0.3725,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5a2f8e16-97cb-4625-ad88-d81701beee02___behind-the-scenes-from-famous-movies-9.jpg.jpeg,Face,,0.251239669,0.020080321,605,747,null
,,,0.563636364,0.289156627,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/14c0bdf3-510e-4cf8-8219-02f1d08695ad___behind-the-scenes-photos-from-horror-movies-7.jpg.jpeg,Face,,0.115873016,0.090909091,630,418,null
,,,0.373015873,0.562200957,,,
,Face,,0.436507937,0.236842105,630,418,
,,,0.76031746,0.710526316,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f016528a-12c6-4f68-b460-6eed25b8f87b___behind-the-scenes-trivia-and-fun-facts-about-classic-movies-1.jpg.jpeg,Face,,0.282857143,0.047619048,700,378,null
,,,0.714285714,0.915343915,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f76b4b9a-6592-49c8-b741-16cbc5a70dd2___best-action-comedy-movies-2018-full-movie-english-adventure-movies-2018-full-hd-720-spanish-subs-1140x720.jpg.jpeg,Face,,0.442036836,0.123499142,1140,720,null
,,,0.489707476,0.219554031,,,
,Face,,0.638136511,0.20754717,1140,720,
,,,0.683640303,0.274442539,,,
,Face,,0.877573131,0.231560892,1140,720,
,,,0.938244854,0.30703259,,,
,Face,,0.115926327,0.312178388,1140,720,
,,,0.16468039,0.384219554,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/657c7a01-369a-47e2-af74-cf2f6f37139f___Best-Iconic-Movie-Scenes-Of-All-Time.jpg.jpeg,Face,,0.253099174,0.039256198,1024,512,null
,,,0.540289256,0.669421488,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/59253445-2a7f-4710-8534-f2770d842960___best-scenes-of-2017_2_759.jpg.jpeg,Face,,0.06455863,0.265402844,759,422,null
,,,0.156785244,0.45971564,,,
,Face,,0.766798419,0.336492891,759,422,
,,,0.938076416,0.699052133,,,
,Face,,0.264822134,0.130331754,759,422,
,,,0.361001318,0.289099526,,,
,Face,,0.519104084,0.426540284,759,422,
,,,0.612648221,0.601895735,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/844e795e-abef-4916-bc4d-db458c1f9fe1___best-song-movie.jpg.jpeg,Face,,0.357142857,0.227642276,560,246,null
,,,0.416071429,0.357723577,,,
,Face,,0.555357143,0.239837398,560,246,
,,,0.628571429,0.402439024,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/212db31d-2964-4d71-bb3f-83c8eb1300a6___BeU1tn8IYAAyWrC.jpg.jpeg,Face,,0.247491639,0.035502959,598,507,null
,,,0.433110368,0.299802761,,,
,Face,,0.27090301,0.542406312,598,507,
,,,0.421404682,0.808678501,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/85de202f-1ff1-4ca7-92e3-6aaf0f98c507___BF_family.png,Face,,0.044609665,0.387878788,538,330,null
,,,0.217472119,0.675757576,,,
,Face,,0.171003717,0.163636364,538,330,
,,,0.312267658,0.518181818,,,
,Face,,0.366171004,0.163636364,538,330,
,,,0.481412639,0.503030303,,,
